Name,URL,Description,Language,Count,Last Date
evcc-io / evcc,https://github.com/evcc-io/evcc,Solar Charging ☀️🚘,go,14,2025-03-05
usememos / memos,https://github.com/usememos/memos,"An open-source, lightweight note-taking solution. The pain-less way to create your meaningful notes. Your Notes, Your Way.",go,7,2025-03-07
hyperledger / fabric,https://github.com/hyperledger/fabric,Hyperledger Fabric is an enterprise-grade permissioned distributed ledger framework for developing solutions and applications. Its modular and versatile design satisfies a broad range of industry use cases. It offers a unique approach to consensus that enables performance at scale while preserving privacy.,go,2,2025-02-25
syncthing / syncthing,https://github.com/syncthing/syncthing,Open Source Continuous File Synchronization,go,12,2025-03-04
XTLS / Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens.",go,13,2025-03-04
getzep / zep,https://github.com/getzep/zep,Zep | The Memory Foundation For Your AI Stack,go,1,2025-02-25
tinygo-org / tinygo,https://github.com/tinygo-org/tinygo,"Go compiler for small places. Microcontrollers, WebAssembly (WASM/WASI), and command-line tools. Based on LLVM.",go,3,2025-02-25
AvaProtocol / EigenLayer-AVS,https://github.com/AvaProtocol/EigenLayer-AVS,AvaProtocol Ethereum Automation Build on EigenLayer,go,1,2025-02-25
kopia / kopia,https://github.com/kopia/kopia,"Cross-platform backup tool for Windows, macOS & Linux with fast, incremental backups, client-side end-to-end encryption, compression and data deduplication. CLI and GUI included.",go,3,2025-02-25
hyperledger / fabric-samples,https://github.com/hyperledger/fabric-samples,Samples for Hyperledger Fabric,go,1,2025-02-25
cloudflare / cloudflared,https://github.com/cloudflare/cloudflared,Cloudflare Tunnel client (formerly Argo Tunnel),go,5,2025-03-03
traefik / traefik,https://github.com/traefik/traefik,The Cloud Native Application Proxy,go,8,2025-02-25
IceWhaleTech / CasaOS,https://github.com/IceWhaleTech/CasaOS,"CasaOS - A simple, easy-to-use, elegant open-source Personal Cloud system.",go,8,2025-02-25
googleapis / genai-toolbox,https://github.com/googleapis/genai-toolbox,Gen AI Toolbox for Databases is an open source server that makes it easier to build Gen AI tools for interacting with databases.,go,2,2025-03-09
etcd-io / etcd,https://github.com/etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system,go,5,2025-02-25
MeteorDevelopment / meteor-client,https://github.com/MeteorDevelopment/meteor-client,Based Minecraft utility mod.,java,8,2025-02-25
Anuken / Mindustry,https://github.com/Anuken/Mindustry,The automation tower defense RTS,java,14,2025-03-04
RikkaApps / Shizuku-API,https://github.com/RikkaApps/Shizuku-API,The API and the developer guide for Shizuku and Sui.,java,3,2025-03-04
opensearch-project / OpenSearch,https://github.com/opensearch-project/OpenSearch,🔎 Open source distributed and RESTful search engine.,java,12,2025-03-01
doocs / leetcode,https://github.com/doocs/leetcode,🔥LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解,java,24,2025-03-04
runelite / runelite,https://github.com/runelite/runelite,Open source Old School RuneScape client,java,5,2025-02-25
emanuele-f / PCAPdroid,https://github.com/emanuele-f/PCAPdroid,"No-root network monitor, firewall and PCAP dumper for Android",java,1,2025-02-25
HMCL-dev / HMCL,https://github.com/HMCL-dev/HMCL,"A Minecraft Launcher which is multi-functional, cross-platform and popular",java,2,2025-02-25
signalapp / Signal-Server,https://github.com/signalapp/Signal-Server,"Server supporting the Signal Private Messenger applications on Android, Desktop, and iOS",java,3,2025-03-02
oumi-ai / oumi,https://github.com/oumi-ai/oumi,"Everything you need to build state-of-the-art foundation models, end-to-end.",python,6,2025-02-14
ocrmypdf / OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",python,9,2025-03-05
zauberzeug / nicegui,https://github.com/zauberzeug/nicegui,Create web-based user interfaces with Python. The nice way.,python,3,2025-02-07
Soulter / AstrBot,https://github.com/Soulter/AstrBot,"✨易上手的多平台 LLM 聊天机器人及开发框架✨。支持 QQ、QQ频道、Telegram、微信平台(Gewechat, 企业微信)、内置 Web Chat，OpenAI GPT、DeepSeek、Ollama、Llama、GLM、Gemini、OneAPI、LLMTuner，支持 LLM Agent 插件开发，可视化面板。一键部署。支持 Dify 工作流、代码执行器、Whisper 语音转文字。",python,10,2025-03-05
abi / screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),python,4,2025-02-05
agno-agi / agno,https://github.com/agno-agi/agno,Agno is a lightweight framework for building multi-modal Agents,python,4,2025-03-09
facebookresearch / xformers,https://github.com/facebookresearch/xformers,"Hackable and optimized Transformers building blocks, supporting a composable construction.",python,2,2025-02-07
Azure-Samples / azure-search-openai-demo,https://github.com/Azure-Samples/azure-search-openai-demo,"A sample app for the Retrieval-Augmented Generation pattern running in Azure, using Azure AI Search for retrieval and Azure OpenAI large language models to power ChatGPT-style and Q&A experiences.",python,3,2025-02-05
s0md3v / roop,https://github.com/s0md3v/roop,one-click face swap,python,1,2025-02-05
squidfunk / mkdocs-material,https://github.com/squidfunk/mkdocs-material,Documentation that simply works,python,2,2025-02-27
assafelovic / gpt-researcher,https://github.com/assafelovic/gpt-researcher,LLM based autonomous agent that conducts local and web research on any topic and generates a comprehensive report with citations.,python,4,2025-02-08
zhayujie / chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,python,6,2025-02-10
megadose / holehe,https://github.com/megadose/holehe,"holehe allows you to check if the mail is used on different sites like twitter, instagram and will retrieve information on sites with the forgotten password function.",python,2,2025-02-05
AtsushiSakai / PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,Python sample codes and textbook for robotics algorithms.,python,1,2025-02-05
tcgoetz / GarminDB,https://github.com/tcgoetz/GarminDB,"Download and parse data from Garmin Connect or a Garmin watch, FitBit CSV, and MS Health CSV files into and analyze data in Sqlite serverless databases with Jupyter notebooks.",python,1,2025-02-05
is-a-dev / register,https://github.com/is-a-dev/register,Grab your own sweet-looking '.is-a.dev' subdomain.,javascript,16,2025-02-21
ToolJet / ToolJet,https://github.com/ToolJet/ToolJet,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀",javascript,9,2025-03-09
vercel / next.js,https://github.com/vercel/next.js,The React Framework,javascript,20,2025-03-09
expressjs / express,https://github.com/expressjs/express,"Fast, unopinionated, minimalist web framework for node.",javascript,8,2025-03-05
Rob--W / cors-anywhere,https://github.com/Rob--W/cors-anywhere,CORS Anywhere is a NodeJS reverse proxy which adds CORS headers to the proxied request.,javascript,3,2025-02-06
Mintplex-Labs / anything-llm,https://github.com/Mintplex-Labs/anything-llm,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, and more.",javascript,22,2025-03-08
node-red / node-red,https://github.com/node-red/node-red,Low-code programming for event-driven applications,javascript,1,2025-02-05
WhiskeySockets / Baileys,https://github.com/WhiskeySockets/Baileys,Lightweight full-featured typescript/javascript WhatsApp Web API,javascript,11,2025-03-03
Lumon-Industries / Macrodata-Refinement,https://github.com/Lumon-Industries/Macrodata-Refinement,Marcrodata Refinement,javascript,1,2025-02-05
CodeWithHarry / Sigma-Web-Dev-Course,https://github.com/CodeWithHarry/Sigma-Web-Dev-Course,Source Code for Sigma Web Development Course,javascript,15,2025-03-08
microsoft / monaco-editor,https://github.com/microsoft/monaco-editor,A browser based code editor,javascript,6,2025-03-09
SocialSisterYi / bilibili-API-collect,https://github.com/SocialSisterYi/bilibili-API-collect,哔哩哔哩-API收集整理【不断更新中....】,javascript,1,2025-02-05
mozilla / pdf.js,https://github.com/mozilla/pdf.js,PDF Reader in JavaScript,javascript,7,2025-03-02
GoogleChrome / lighthouse,https://github.com/GoogleChrome/lighthouse,"Automated auditing, performance metrics, and best practices for the web.",javascript,2,2025-02-05
Asabeneh / 30-Days-Of-React,https://github.com/Asabeneh/30-Days-Of-React,30 Days of React challenge is a step by step guide to learn React in 30 days. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,javascript,2,2025-02-05
pedroslopez / whatsapp-web.js,https://github.com/pedroslopez/whatsapp-web.js,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,javascript,6,2025-02-21
parallax / jsPDF,https://github.com/parallax/jsPDF,Client-side JavaScript PDF generation for everyone.,javascript,4,2025-02-23
aws / aws-sdk-go-v2,https://github.com/aws/aws-sdk-go-v2,AWS SDK for the Go programming language.,go,8,2025-02-20
pressly / goose,https://github.com/pressly/goose,A database migration tool. Supports SQL migrations and Go functions.,go,5,2025-02-16
grafana / alloy,https://github.com/grafana/alloy,OpenTelemetry Collector distribution with programmable pipelines,go,5,2025-02-27
containers / buildah,https://github.com/containers/buildah,A tool that facilitates building OCI images.,go,1,2025-02-05
mikefarah / yq,https://github.com/mikefarah/yq,"yq is a portable command-line YAML, JSON, XML, CSV, TOML and properties processor",go,2,2025-02-26
projectdiscovery / naabu,https://github.com/projectdiscovery/naabu,A fast port scanner written in go with a focus on reliability and simplicity. Designed to be used in combination with other tools for attack surface discovery in bug bounties and pentests,go,1,2025-02-05
nevalang / neva,https://github.com/nevalang/neva,🌊 Next-generation programming language that solves programmers' problems,go,2,2025-02-05
bluenviron / mediamtx,https://github.com/bluenviron/mediamtx,"Ready-to-use SRT / WebRTC / RTSP / RTMP / LL-HLS media server and media proxy that allows to read, publish, proxy, record and playback video and audio streams.",go,6,2025-03-01
spf13 / cobra,https://github.com/spf13/cobra,A Commander for modern Go CLI interactions,go,12,2025-03-08
containers / skopeo,https://github.com/containers/skopeo,"Work with remote images registries - retrieving information, images, signing content",go,3,2025-02-07
nektos / act,https://github.com/nektos/act,Run your GitHub Actions locally 🚀,go,4,2025-02-22
jackc / pgx,https://github.com/jackc/pgx,PostgreSQL driver and toolkit for Go,go,7,2025-03-08
TykTechnologies / tyk,https://github.com/TykTechnologies/tyk,"Tyk Open Source API Gateway written in Go, supporting REST, GraphQL, TCP and gRPC protocols",go,2,2025-02-05
grafana / k6,https://github.com/grafana/k6,"A modern load testing tool, using Go and JavaScript - https://k6.io",go,3,2025-03-08
Calcium-Ion / new-api,https://github.com/Calcium-Ion/new-api,AI模型接口管理与分发系统，支持将多种大模型转为OpenAI格式调用、支持Midjourney Proxy、Suno、Rerank，兼容易支付协议，可供个人或者企业内部管理与分发渠道使用，本项目基于One API二次开发。🍥 The next-generation LLM gateway and AI asset management system supports multiple languages.,go,6,2025-02-10
google / cadvisor,https://github.com/google/cadvisor,Analyzes resource usage and performance characteristics of running containers.,go,2,2025-03-05
fyne-io / fyne,https://github.com/fyne-io/fyne,Cross platform GUI toolkit in Go inspired by Material Design,go,4,2025-02-18
tmc / langchaingo,https://github.com/tmc/langchaingo,"LangChain for Go, the easiest way to write LLM-based programs in Go",go,3,2025-02-10
terraform-linters / tflint,https://github.com/terraform-linters/tflint,A Pluggable Terraform Linter,go,1,2025-02-05
skylot / jadx,https://github.com/skylot/jadx,Dex to Java decompiler,java,4,2025-02-22
spring-projects / spring-boot,https://github.com/spring-projects/spring-boot,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss.",java,20,2025-03-07
